checked_at,orid,title,area,subarea,n_claims,max_points,data_access_signal,gpu_required_signal,author_url_count,github_repo_count,github_repos,hf_url_count,repo_live_ok,weights_signal,open_dataset_signal,simulation_or_theory_data_signal,private_restricted_data_signal,requirements_signal,leaderboard_logbooks,leaderboard_judged_logbooks,leaderboard_positive_logbooks,leaderboard_best_points,leaderboard_verified_claim_events,leaderboard_falsified_claim_events,leaderboard_toy_claim_events,leaderboard_top_users,openreview,arxiv
2026-07-29T01:40:39+00:00,fPX6A4us61,Adaptive Coding Emerges in Stabilized Supralinear Networks Trained with Local Plasticity,Applications,Neuroscience Cognitive Science,0,6,unknown,False,0,0,,0,False,False,False,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=fPX6A4us61,
2026-07-29T01:40:39+00:00,coNswqxIlk,Adaptive DNA Sequence Modeling via Synergistic Plasticity Units,Applications,Health Medicine,0,6,unknown,True,0,0,,0,False,False,False,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=coNswqxIlk,
2026-07-29T01:40:39+00:00,UG06mAANLH,Adaptive Protein Tokenization,Applications,Everything Else,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,1,1,1,4,2,0,0,dmitry-rov,https://openreview.net/forum?id=UG06mAANLH,2602.06418
2026-07-29T01:40:39+00:00,ujYdUdqWpm,Agentic Framework for Epidemiological Modeling,Applications,Health Medicine,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,4,0,0,4,bsenst,https://openreview.net/forum?id=ujYdUdqWpm,2602.00299
2026-07-29T01:40:39+00:00,XrRqY9QOSa,"Alignment between Brains and AI: Evidence for Convergent Evolution across Modalities, Scales and Training Trajectories",Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=XrRqY9QOSa,2507.01966
2026-07-29T01:40:39+00:00,jTiplBUfn9,AnalogVerifier: A Neuro-Symbolic Framework for Analog Circuit Verification,Applications,Everything Else,0,0,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=jTiplBUfn9,
2026-07-29T01:40:39+00:00,bGxMpQsIuN,Are We Overconfident in Models and Results for Semi-Supervised 3D Medical Image Segmentation?,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=bGxMpQsIuN,2605.25561
2026-07-29T01:40:39+00:00,oQSqJfJUvJ,Asymmetric Contrastive Objectives for Efficient Phenotypic Screening,Applications,Health Medicine,0,4,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,1,0,0,1,bsenst,https://openreview.net/forum?id=oQSqJfJUvJ,
2026-07-29T01:40:39+00:00,fFUI2PGaNG,Automatic Construction of Clinical Scoring Systems with LLM Agents,Applications,Health Medicine,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,3,1,0,1,bsenst,https://openreview.net/forum?id=fFUI2PGaNG,2601.22324
2026-07-29T01:40:39+00:00,75AYDsndHP,Autoregressive Boltzmann Generators,Applications,Chemistry Physics And Earth Sciences,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,2,2,2,4,2,0,4,MarxistLeninist;MarxistLeninist,https://openreview.net/forum?id=75AYDsndHP,2606.27361
2026-07-29T01:40:39+00:00,Qr8Zvwoi88,BESPOKE: Benchmark for Search-Augmented Large Language Model Personalization via Diagnostic Feedback,Applications,Language Speech And Dialog,5,10,open_or_public_signal,True,1,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Qr8Zvwoi88,2509.21106
2026-07-29T01:40:39+00:00,HZhlRnJOHq,BIT-LLM: Brain Instruction Tuned LLM with persistent Cross-Attention for fMRI-to-Text Decoding,Applications,Neuroscience Cognitive Science,0,6,simulation_or_synthetic,True,0,0,,0,False,True,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=HZhlRnJOHq,
2026-07-29T01:40:39+00:00,Pj1Z7dWm4v,Benchmarking the Scientific Mind: A Pathology-Derived Biomedical VQA Benchmark for Complex Scientific Reasoning,Applications,Health Medicine,0,4,open_or_public_signal,True,1,1,UniverseOfUniverse/SORBE,0,False,False,True,False,False,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=Pj1Z7dWm4v,
2026-07-29T01:40:39+00:00,rEzGzILnVC,Beyond Accuracy: Latent Perturbations for Cognitive-Aware Diagnosis,Applications,Health Medicine,0,4,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,2,0,0,2,bsenst,https://openreview.net/forum?id=rEzGzILnVC,
2026-07-29T01:40:39+00:00,IABjbJlinz,Beyond Continuity: Simulation-free Reconstruction of Discrete Branching Dynamics from Single-cell Snapshots,Applications,Chemistry Physics And Earth Sciences,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=IABjbJlinz,2605.00545
2026-07-29T01:40:39+00:00,XAyI76nJRt,Beyond Extrapolation: Knowledge Utilization Paradigm with Bidirectional Inspiration for Time Series Forecasting,Applications,Time Series,6,12,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=XAyI76nJRt,2605.19249
2026-07-29T01:40:39+00:00,onuLk72nRw,Beyond Independent Genes: Learning Module-Inductive Representations for Single-Cell Gene Perturbation Prediction,Applications,Health Medicine,5,10,open_or_public_signal,True,1,1,ttruan2426-dot/scBIG,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=onuLk72nRw,2602.04901
2026-07-29T01:40:39+00:00,Vtps0ZUlgv,Beyond Instance-Level Self-Supervision in 3D Multi-Modal Medical Imaging,Applications,Health Medicine,6,12,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Vtps0ZUlgv,2605.14654
2026-07-29T01:40:39+00:00,Ipgssz2WL1,Beyond Model Ranking: Predictability-Aligned Evaluation for Time Series Forecasting,Applications,Time Series,5,10,open_or_public_signal,False,1,1,WanjinVon/TS_Predictability,0,False,False,True,False,False,False,3,3,3,8,5,2,5,SabaPivot;rdubwiley;apararti,https://openreview.net/forum?id=Ipgssz2WL1,2509.23074
2026-07-29T01:40:39+00:00,fi4gh4Syka,Bimodal masked language modeling for bulk RNA-seq and DNA methylation representation learning,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=fi4gh4Syka,
2026-07-29T01:40:39+00:00,MoQiswth2n,Bio-Vision-Inspired Spiking Neural Networks for Object Detection with Event Cameras,Applications,Neuroscience Cognitive Science,0,6,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=MoQiswth2n,
2026-07-29T01:40:39+00:00,2iFauBXg7Y,BioAgent Bench: An AI Agent Evaluation Suite for Bioinformatics,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,6,3,0,0,bsenst,https://openreview.net/forum?id=2iFauBXg7Y,2601.21800
2026-07-29T01:40:39+00:00,TwMRZPkn4e,BioDynaSpec: Harmonic-Guided Spatio-Spectral Autoregressive Diffusion for Protein Dynamics Generation,Applications,Chemistry Physics And Earth Sciences,0,0,open_or_public_signal,True,1,1,Linmj-Judy/BioDynaSpec,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=TwMRZPkn4e,
2026-07-29T01:40:39+00:00,6I7yMzQBts,BioFormer: Rethinking Cross-Subject Generalization via Spectral Structural Alignment in Biomedical Time-Series,Applications,Time Series,4,8,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=6I7yMzQBts,2605.22468
2026-07-29T01:40:39+00:00,8EZamwNqld,BioProBench: A Corpus and Benchmark for Biological Protocol Reasoning in Autonomous Science,Applications,Health Medicine,6,12,open_or_public_signal,True,2,1,YuyangSunshine/bioprotocolbench,1,False,False,True,False,False,False,1,1,1,1,0,0,1,nkapila6,https://openreview.net/forum?id=8EZamwNqld,2505.07889
2026-07-29T01:40:39+00:00,5Mt4Jdrqfz,Biologically plausible heavy-tailed connectivity enhances generalizations on cognitive tasks in recurrent neural networks,Applications,Neuroscience Cognitive Science,0,4,unknown,False,0,0,,0,False,False,False,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=5Mt4Jdrqfz,
2026-07-29T01:40:39+00:00,8d2LLxwU1r,Bootstrapped Exploration with Causal Reasoning: A Training Paradigm for Adaptive Forecasting Agent,Applications,Time Series,0,0,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=8d2LLxwU1r,
2026-07-29T01:40:39+00:00,nJxailqsUW,"BrainJanus: A Unified Model for Understanding and Generation across Brain, Vision, and Language",Applications,Neuroscience Cognitive Science,0,6,open_or_public_signal,True,1,1,HaitaoWuTJU/BrainJanus,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=nJxailqsUW,
2026-07-29T01:40:39+00:00,AY7L7acRtD,Bridging Dynamics and Data: A Unified Diffusion Framework for Mechanistically-Informed Epidemic Forecasting,Applications,Health Medicine,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,2,1,0,0,bsenst,https://openreview.net/forum?id=AY7L7acRtD,
2026-07-29T01:40:39+00:00,GQIorrRZGv,Bullet Trains: Parallelizing Training of Temporally Precise Spiking Neural Networks,Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=GQIorrRZGv,2603.13283
2026-07-29T01:40:39+00:00,Kdc1UvnMKk,CARD: Coarse-to-fine Autoregressive Modeling with Radix-based Decomposition for Transferable Free Energy Estimation,Applications,Chemistry Physics And Earth Sciences,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Kdc1UvnMKk,2605.02657
2026-07-29T01:40:39+00:00,svtbjHcMzs,CAST: Modeling Visual State Transitions for Consistent Video Retrieval,Applications,Computer Vision,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=svtbjHcMzs,2603.08648
2026-07-29T01:40:39+00:00,bMsBArF8MT,CLINIC : Evaluating Multilingual Trustworthiness in Language Models for Healthcare,Applications,Health Medicine,5,10,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=bMsBArF8MT,2512.11437
2026-07-29T01:40:39+00:00,Eq8LZNsbUb,CONTEXTOR: Contextualized High-order Contrastive Learning,Applications,Health Medicine,0,6,open_or_public_signal,False,1,1,ZJUDataIntelligence/CONTEXTOR,0,True,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Eq8LZNsbUb,
2026-07-29T01:40:39+00:00,PfarHkQG8e,CSG: Cognitive Structure Generation for Intelligent Education,Applications,,0,0,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,3,3,3,2,0,0,4,SabaPivot;Sor0ush;andresnowak,https://openreview.net/forum?id=PfarHkQG8e,
2026-07-29T01:40:39+00:00,S4pUDRolZd,CalM: A Self-Supervised Foundation Model for Population Dynamics in Calcium Imaging Data,Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=S4pUDRolZd,2604.04958
2026-07-29T01:40:39+00:00,3LRWjJTp0Y,CalPro: Prior-Aware Evidential Conformal Prediction with Structure-Aware Sensitivity Bounds for Protein Structures,Applications,Health Medicine,6,12,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,1,1,1,3,0,1,1,kondratevakate,https://openreview.net/forum?id=3LRWjJTp0Y,2601.07201
2026-07-29T01:40:39+00:00,Q0rAQZg9t5,Can VLMs Diagnose and Recover from VLA Manipulation Faults?,Applications,Computer Vision,0,0,open_or_public_signal,False,1,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Q0rAQZg9t5,
2026-07-29T01:40:39+00:00,sfVahQ4EWP,Can Vision Language Models Learn Intuitive Physics from Interaction?,Applications,Neuroscience Cognitive Science,5,10,simulation_or_synthetic,False,0,0,,0,False,True,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=sfVahQ4EWP,2602.06033
2026-07-29T01:40:39+00:00,0QsbcZKCQ0,Can local learning match self-supervised backpropagation?,Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,2,2,2,6,4,0,4,abidlabs;trackio-tests,https://openreview.net/forum?id=0QsbcZKCQ0,2601.21683
2026-07-29T01:40:39+00:00,e43JwTIb2V,Cardio-mmFlow: A Gaussian-Prior-Free Physics-Informed Flow Matching Framework for Electrocardiogram to mmWave Radar Synthesis,Applications,Health Medicine,0,6,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=e43JwTIb2V,
2026-07-29T01:40:39+00:00,W9EgZALquo,CellBRIDGE: Learning Cellular Trajectories via Interaction-Aware Alignment,Applications,Health Medicine,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=W9EgZALquo,2605.30635
2026-07-29T01:40:39+00:00,2qc3SXdpns,Cello: A Universal Cell-wise Feature Aggregation framework for  Reliable  Pathology Images Analysis,Applications,Computer Vision,0,0,open_or_public_signal,True,1,1,HengruiLou/Cello,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=2qc3SXdpns,
2026-07-29T01:40:39+00:00,JAQ9bm0Rp4,Chamaileon: Cross-Context Binder Design with Contextualized Modeling and Mixed Sampling,Applications,Health Medicine,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=JAQ9bm0Rp4,
2026-07-29T01:40:39+00:00,15Gs65kvHS,ClinTutor-R1: Advancing Scalable and Robust One-to-Many Alignment in Clinical Socratic Education,Applications,Health Medicine,5,10,private_or_restricted_signal,True,0,0,,0,False,False,False,False,True,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=15Gs65kvHS,2512.05671
2026-07-29T01:40:39+00:00,O4BmkfXv1f,Co-Generative De Novo Functional Protein Design,Applications,Health Medicine,5,10,unknown,True,0,0,,0,False,False,False,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=O4BmkfXv1f,2605.00948
2026-07-29T01:40:39+00:00,DcyK4f7ZyU,Conditionally Site-Independent Neural Evolution of Antibody Sequences,Applications,Health Medicine,6,12,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=DcyK4f7ZyU,2602.18982
2026-07-29T01:40:39+00:00,UR1yz4AMYj,Constrained hybrid modelling to predict microbial dynamics and organic matter turnover in soil systems,Applications,Chemistry Physics And Earth Sciences,4,8,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,8,4,0,0,latticetower,https://openreview.net/forum?id=UR1yz4AMYj,2606.20329
2026-07-29T01:40:39+00:00,9GTDxv7Xra,Contextualized Visual Personalization in Vision-Language Models,Applications,Computer Vision,5,10,private_or_restricted_signal,False,0,0,,0,False,False,False,False,True,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=9GTDxv7Xra,2602.03454
2026-07-29T01:40:39+00:00,XJaXdi5R21,Contrastive Geometric Learning Unlocks Unified Structure- and Ligand-Based Drug Design,Applications,Chemistry Physics And Earth Sciences,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,9,4,0,1,latticetower,https://openreview.net/forum?id=XJaXdi5R21,2601.09693
2026-07-29T01:40:39+00:00,ryO12fv5bJ,Controllable Molecule Generation via Sparse Representation Editing: An Interpretability-Driven Perspective,Applications,Chemistry Physics And Earth Sciences,0,0,open_or_public_signal,True,1,1,WanyuGroup/ICML2026_SpaRE,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=ryO12fv5bJ,
2026-07-29T01:40:39+00:00,RyxUQr2l4k,Credit Assignment via Neural Manifold Noise Correlation,Applications,Neuroscience Cognitive Science,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,1,1,1,6,3,0,0,yaegerknight,https://openreview.net/forum?id=RyxUQr2l4k,2601.02636
2026-07-29T01:40:39+00:00,mAusAlRZ0a,Cross-Chirality Generalization by Axial Vectors for Hetero-Chiral Protein-Peptide Interaction Design,Applications,Chemistry Physics And Earth Sciences,6,12,open_or_public_signal,True,1,1,YZY010418/PepMirror,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=mAusAlRZ0a,2602.20176
2026-07-29T01:40:39+00:00,pZq2RMptsQ,Cross-Subject Modeling for Widefield Calcium Imaging via Atlas-Aligned Spatiotemporal Tokenization,Applications,Neuroscience Cognitive Science,0,6,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=pZq2RMptsQ,
2026-07-29T01:40:39+00:00,Lh3Hico2Pe,DC-W2S: Dual-Consensus Weak-to-Strong Training for Reliable Process Reward Modeling in Biological Reasoning,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Lh3Hico2Pe,2603.08095
2026-07-29T01:40:39+00:00,xbAWn0w9kq,"DIYHealth Suite: Dataset, Model, and Benchmark for Health Management at Home",Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,2,2,1,4,1,0,2,ParetoOptimal,https://openreview.net/forum?id=xbAWn0w9kq,2606.07542
2026-07-29T01:40:39+00:00,1DxD3SBid1,DNACHUNKER: Learnable Tokenization for DNA Language Models,Applications,Chemistry Physics And Earth Sciences,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=1DxD3SBid1,2601.03019
2026-07-29T01:40:39+00:00,RKqL4GYXz3,DPsurv: Dual-Prototype Evidential Fusion for Uncertainty-Aware and Interpretable Whole Slide Image Survival Prediction,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=RKqL4GYXz3,2510.00053
2026-07-29T01:40:39+00:00,jAJJfsEwtd,DSENet: A Novel Dual-Stream Enhancement Network for Multi-Scale Non-Stationary Time Series Forecasting,Applications,Health Medicine,0,4,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=jAJJfsEwtd,
2026-07-29T01:40:39+00:00,tNn9bikyXZ,Darwinian Memory: A Training-Free Self-Regulating Memory System for GUI Agent Evolution,Applications,,5,10,simulation_or_synthetic,True,1,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=tNn9bikyXZ,2601.22528
2026-07-29T01:40:39+00:00,lywUbYpYfG,DeCoDe: Decoupling Binding Position and Molecular Conformation in 3D Ligand Diffusion for Structure-Based Drug Design,Applications,Health Medicine,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,2,0,0,2,yugimani,https://openreview.net/forum?id=lywUbYpYfG,
2026-07-29T01:40:39+00:00,yzes8qBM70,DecoderTCR: Compositional Pretraining and Entropy-Guided Decoding for TCR-pMHC Interactions,Applications,Health Medicine,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=yzes8qBM70,
2026-07-29T01:40:39+00:00,ZgJlDylia4,Deep Learning for BioImaging: What Are We Really Learning?,Applications,Health Medicine,0,6,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=ZgJlDylia4,
2026-07-29T01:40:39+00:00,5JUrQ67tYL,Deliberate Evolution:  Agentic Reasoning for Sample-Efficient Symbolic Regression with LLMs,Applications,Chemistry Physics And Earth Sciences,3,6,open_or_public_signal,True,1,1,Xinyu-Pang/Deliberate-Evolution,0,False,False,True,False,False,False,1,1,1,6,2,1,0,MarxistLeninist,https://openreview.net/forum?id=5JUrQ67tYL,2606.04360
