checked_at,orid,title,kind,url,final_url,http_status,github_repo,hf_kind
2026-07-29T01:40:39+00:00,89MeH5Ax8r,PCRNet: Phase-aware Complex Refinement Network for EEG-based Auditory Attention Decoding,github_repo,https://github.com/SunshineGreeny/PCRNet,https://github.com/SunshineGreeny/PCRNet,,SunshineGreeny/PCRNet,
2026-07-29T01:40:39+00:00,onuLk72nRw,Beyond Independent Genes: Learning Module-Inductive Representations for Single-Cell Gene Perturbation Prediction,github_repo,https://github.com/ttruan2426-dot/scBIG,https://github.com/ttruan2426-dot/scBIG,,ttruan2426-dot/scBIG,
2026-07-29T01:40:39+00:00,NxbSbkLNMc,Physiology-Aware Masked Cross-Modal Reconstruction for Biosignal Representation Learning,github_repo,https://github.com/hzhou3/xMAE,https://github.com/hzhou3/xMAE,,hzhou3/xMAE,
2026-07-29T01:40:39+00:00,8EZamwNqld,BioProBench: A Corpus and Benchmark for Biological Protocol Reasoning in Autonomous Science,github_repo,https://github.com/YuyangSunshine/bioprotocolbench,https://github.com/YuyangSunshine/bioprotocolbench,,YuyangSunshine/bioprotocolbench,
2026-07-29T01:40:39+00:00,8EZamwNqld,BioProBench: A Corpus and Benchmark for Biological Protocol Reasoning in Autonomous Science,hf_datasets,https://huggingface.co/datasets/BioProBench/BioProBench,https://huggingface.co/datasets/BioProBench/BioProBench,,,hf_datasets
2026-07-29T01:40:39+00:00,PKgGsbORt9,SIGMA-PPG: Statistical-prior Informed  Generative Masking Architecture for PPG Foundation Model,github_repo,https://github.com/ZonghengGuo/SigmaPPG,https://github.com/ZonghengGuo/SigmaPPG,,ZonghengGuo/SigmaPPG,
2026-07-29T01:40:39+00:00,dcLjhvVU47,ECG-R1: Protocol-Guided and Modality-Agnostic MLLM for Reliable ECG Interpretation,github_repo,https://github.com/PKUDigitalHealth/ECG-R1,https://github.com/PKUDigitalHealth/ECG-R1,,PKUDigitalHealth/ECG-R1,
2026-07-29T01:40:39+00:00,OM0C7jyV0p,Learning Protein Structure-Function Relationships through Knowledge-guided Representation Decomposition,github_repo,https://github.com/AI-HPC-Research-Team/ProtDiS,https://github.com/AI-HPC-Research-Team/ProtDiS,,AI-HPC-Research-Team/ProtDiS,
2026-07-29T01:40:39+00:00,Kw1Z8gOTvk,"Mind the State: Towards Unified, Context-Aware EEG-to-fMRI Synthesis",external_url,https://soupeeli.github.io/UniEFS,https://soupeeli.github.io/UniEFS,,,
2026-07-29T01:40:39+00:00,clFn9vQ8cK,Uncovering Latent Communication Patterns in Brain Networks via Adaptive Flow Routing,github_repo,https://github.com/Skyyyy0920/AFR-Net,https://github.com/Skyyyy0920/AFR-Net,,Skyyyy0920/AFR-Net,
2026-07-29T01:40:39+00:00,T5u3haVBgi,FACT: Fuzzy Alignment with Comorbidity Topology for Reliable Multi-Label Medical Image Diagnosis,github_repo,https://github.com/yyuChen9/FACT,https://github.com/yyuChen9/FACT,,yyuChen9/FACT,
2026-07-29T01:40:39+00:00,VSn4wLFd2p,EEG-Based Multimodal Learning via Hyperbolic Mixture-of-Curvature Experts,github_repo,https://github.com/zhourunhe/EEG-MoCE,https://github.com/zhourunhe/EEG-MoCE,,zhourunhe/EEG-MoCE,
2026-07-29T01:40:39+00:00,f51haqkwRQ,"Foundation VAE for CT Reconstruction, Augmentation, and Generation",github_repo,https://github.com/qic999/Foundation-VAE,https://github.com/qic999/Foundation-VAE,,qic999/Foundation-VAE,
2026-07-29T01:40:39+00:00,HpkknqHNPU,The Hippocampal Place Field Gradient: A Bio-inspired Framework Building Multiscale Representation for Better Sample Efficiency,github_repo,https://github.com/AIogry/relative_PE,https://github.com/AIogry/relative_PE,,AIogry/relative_PE,
2026-07-29T01:40:39+00:00,RNuC8Nj6rD,TD3B: Transition-Directed Discrete Diffusion for Allosteric Binder Generation,hf_model_or_profile,https://huggingface.co/ChatterjeeLab/TD3B,https://huggingface.co/ChatterjeeLab/TD3B,,,hf_model_or_profile
2026-07-29T01:40:39+00:00,6YVSHa3g4b,Regulating Anatomy-Aware Rewards via Trajectory-Integral Feedback for Volumetric Computed Tomography Analysis,github_repo,https://github.com/ZJU4HealthCare/TIF-GRPO,https://github.com/ZJU4HealthCare/TIF-GRPO,,ZJU4HealthCare/TIF-GRPO,
2026-07-29T01:40:39+00:00,Pj1Z7dWm4v,Benchmarking the Scientific Mind: A Pathology-Derived Biomedical VQA Benchmark for Complex Scientific Reasoning,github_repo,https://github.com/UniverseOfUniverse/SORBE.git,https://github.com/UniverseOfUniverse/SORBE.git,,UniverseOfUniverse/SORBE,
2026-07-29T01:40:39+00:00,dDowWwInhz,Proteo-R1: Reasoning Foundation Models for De Novo Protein Design,external_url,https://proteor1.github.io,https://proteor1.github.io,,,
2026-07-29T01:40:39+00:00,vGeNaFHdET,EEG-FM-Bench: A Comprehensive Benchmark for the Systematic Evaluation and Diagnostic Analyses of EEG Foundation Models,github_repo,https://github.com/xw1216/EEG-FM-Bench,https://github.com/xw1216/EEG-FM-Bench,,xw1216/EEG-FM-Bench,
2026-07-29T01:40:39+00:00,BUxrIaf7Zc,On Revisiting Entropy for Identifying Mislabeled Images,github_repo,https://github.com/MedAITech/SEI,https://github.com/MedAITech/SEI,,MedAITech/SEI,
2026-07-29T01:40:39+00:00,9wpwfSJCp9,SleepLM: Natural-Language Intelligence for Human Sleep,github_repo,https://github.com/yang-ai-lab/SleepLM,https://github.com/yang-ai-lab/SleepLM,,yang-ai-lab/SleepLM,
2026-07-29T01:40:39+00:00,fve4MEzeSp,A Conflict-aware Evidential Framework for Reliable Sleep Stage Classification,github_repo,https://github.com/By4te/ConfSleepNet_ICML2026/,https://github.com/By4te/ConfSleepNet_ICML2026/,,By4te/ConfSleepNet_ICML2026,
2026-07-29T01:40:39+00:00,yBAqonxCdp,PerturbDiff: Functional Diffusion for Single-Cell Perturbation Modeling,external_url,https://katarinayuan.github.io/PerturbDiff-ProjectPage/,https://katarinayuan.github.io/PerturbDiff-ProjectPage/,,,
2026-07-29T01:40:39+00:00,yBAqonxCdp,PerturbDiff: Functional Diffusion for Single-Cell Perturbation Modeling,github_repo,https://github.com/DeepGraphLearning/PerturbDiff,https://github.com/DeepGraphLearning/PerturbDiff,,DeepGraphLearning/PerturbDiff,
2026-07-29T01:40:39+00:00,a7mORMEWYX,MedSIGHT: Towards Grounded Visual Comprehension in Medical Large Vision-Language Models,github_repo,https://github.com/Aofei-Chang/MedSIGHT,https://github.com/Aofei-Chang/MedSIGHT,,Aofei-Chang/MedSIGHT,
2026-07-29T01:40:39+00:00,4fX2DEypNL,A$^2$SG: Adaptive and Asymmetric Surrogate Gradients for Training Deep Spiking Neural Networks,github_repo,https://github.com/KIST-NCL/A2SG.git,https://github.com/KIST-NCL/A2SG.git,,KIST-NCL/A2SG,
2026-07-29T01:40:39+00:00,AdTBZw18aH,See the Emotion: A Facial Emoji Proxy Modeling for EEG Emotion Recognition,github_repo,https://github.com/xian-sh/SeeEmotion,https://github.com/xian-sh/SeeEmotion,,xian-sh/SeeEmotion,
2026-07-29T01:40:39+00:00,rlVGCyjqnt,OSF: On Pre-training and Scaling of Sleep Foundation Models,github_repo,https://github.com/yang-ai-lab/OSF-Open-Sleep-FM,https://github.com/yang-ai-lab/OSF-Open-Sleep-FM,,yang-ai-lab/OSF-Open-Sleep-FM,
2026-07-29T01:40:39+00:00,4S92fyThbQ,How do Humans Process AI-generated Hallucination Contents: a Neuroimaging Study,github_repo,https://github.com/Promise-Z5Q2SQ/EEG-Hallucination,https://github.com/Promise-Z5Q2SQ/EEG-Hallucination,,Promise-Z5Q2SQ/EEG-Hallucination,
2026-07-29T01:40:39+00:00,FCVPVqRLDJ,Evidential Reasoning Advances Interpretable Real-World Disease Screening,github_repo,https://github.com/DopamineLcy/EviScreen,https://github.com/DopamineLcy/EviScreen,,DopamineLcy/EviScreen,
2026-07-29T01:40:39+00:00,iCjSoADDPs,Harnessing Spectrum Video for Subject-Level Few-Shot and Cross-Montage EEG Generalization,github_repo,https://github.com/yanweifu-sii/BSR-VideoMAE,https://github.com/yanweifu-sii/BSR-VideoMAE,,yanweifu-sii/BSR-VideoMAE,
2026-07-29T01:40:39+00:00,S7lpdz7NAW,From Conflict to Consensus: Boosting Medical Reasoning via Multi-Round Agentic RAG,github_repo,https://github.com/NJU-RL/MA-RAG,https://github.com/NJU-RL/MA-RAG,,NJU-RL/MA-RAG,
2026-07-29T01:40:39+00:00,YcccAbXbVK,Dynamic Decision Learning: Test-Time Evolution for Abnormality Grounding in Rare Diseases,github_repo,https://github.com/compai-lab/2026-ICML-DDL,https://github.com/compai-lab/2026-ICML-DDL,,compai-lab/2026-ICML-DDL,
2026-07-29T01:40:39+00:00,T7y2wavrFM,The Double Dilemma in Multi-Task Radiology Report Generation: A Gradient Dynamics Analysis and Solution,github_repo,https://github.com/vpsg-research/CAME-Grad,https://github.com/vpsg-research/CAME-Grad,,vpsg-research/CAME-Grad,
2026-07-29T01:40:39+00:00,s8cdRWLTCc,Scaling Vision Transformers for Functional MRI with Flat Maps,github_repo,https://github.com/MedARC-AI/CortexMAE,https://github.com/MedARC-AI/CortexMAE,,MedARC-AI/CortexMAE,
2026-07-29T01:40:39+00:00,s8cdRWLTCc,Scaling Vision Transformers for Functional MRI with Flat Maps,github_repo,https://github.com/MedARC-AI/Brainmarks,https://github.com/MedARC-AI/Brainmarks,,MedARC-AI/Brainmarks,
2026-07-29T01:40:39+00:00,3moDc5lpBC,Process Reward Agents for Steering Knowledge-Intensive Reasoning,external_url,https://process-reward-agents.github.io/,https://process-reward-agents.github.io/,,,
2026-07-29T01:40:39+00:00,guBK9kwmEL,No Data? No Problem: Robust Vision-Tabular Learning with Missing Values,github_repo,https://github.com/marteczkah/RoVTL,https://github.com/marteczkah/RoVTL,,marteczkah/RoVTL,
2026-07-29T01:40:39+00:00,bOlF0eLPXa,EvoEGF-Mol: Evolving Exponential Geodesic Flow for Structure-based Drug Design,github_repo,https://github.com/BLEACH366/EvoEGF-Mol,https://github.com/BLEACH366/EvoEGF-Mol,,BLEACH366/EvoEGF-Mol,
2026-07-29T01:40:39+00:00,jPVGiAUlNa,Reference-Free Meta-Learning for Generalized Implicit Neural Representation in Efficient MRI Reconstruction,github_repo,https://github.com/zhn00310/RFML4MRI,https://github.com/zhn00310/RFML4MRI,,zhn00310/RFML4MRI,
2026-07-29T01:40:39+00:00,OMdQJQwp26,MedMosaic: A Challenging Large Scale Benchmark of Diverse Medical Audio,external_url,https://shorturl.at/Lyp33,https://shorturl.at/Lyp33,,,
2026-07-29T01:40:39+00:00,IalpB5Mzaz,Time-Conditioned Foreseeing: An EHR-Specific Foundation Model for Irregular Dynamics and Calendrical Time,github_repo,https://github.com/Pusheen-cat/TCF_PFM,https://github.com/Pusheen-cat/TCF_PFM,,Pusheen-cat/TCF_PFM,
2026-07-29T01:40:39+00:00,RirE9gm77w,SpikingLM: Towards Fully Spiking Language Model,github_repo,https://github.com/hamings1/SpikingLM.git,https://github.com/hamings1/SpikingLM.git,,hamings1/SpikingLM,
2026-07-29T01:40:39+00:00,jPKqiaPTEd,Protein Fold Classification at Scale: Benchmarking and Pretraining,github_repo,https://github.com/BorgwardtLab/TEDBench,https://github.com/BorgwardtLab/TEDBench,,BorgwardtLab/TEDBench,
2026-07-29T01:40:39+00:00,mrZiCCb3zv,Preference-based Antibody Expression Ranking: Scaling with Large-scale Weak Supervision,external_url,https://kisoji-biotechnology-inc.github.io/Preference-Expression-Ranking/,https://kisoji-biotechnology-inc.github.io/Preference-Expression-Ranking/,,,
2026-07-29T01:40:39+00:00,YtqaHnqv8c,SwitchCraft: A Programmatic Framework for Designing State-Switching Proteins,github_repo,https://github.com/bjing2016/switchcraft,https://github.com/bjing2016/switchcraft,,bjing2016/switchcraft,
2026-07-29T01:40:39+00:00,tr8Qv2X5pq,Positional Encoding for Spiking Transformers,github_repo,https://github.com/CayleyZ/SPE,https://github.com/CayleyZ/SPE,,CayleyZ/SPE,
2026-07-29T01:40:39+00:00,MyorUlHKVc,"Seizure-Semiology-Suite($S^3$): A Clinically Multimodal Dataset, Benchmark, and Models for Seizure Semiology Understanding",github_repo,https://github.com/LinaZhangUCLA/SeizureSemiologySuite,https://github.com/LinaZhangUCLA/SeizureSemiologySuite,,LinaZhangUCLA/SeizureSemiologySuite,
2026-07-29T01:40:39+00:00,z2vVeIscEd,InfiMed-ORBIT: Aligning LLMs on Open-Ended Complex Tasks via Rubric-Based Incremental Training,external_url,https://pidneuralode.github.io/ORBIT,https://pidneuralode.github.io/ORBIT,,,
2026-07-29T01:40:39+00:00,UoUKCLHjRa,SmoothSpike: Spiking Transformer with Learnable Hadamard Transformation,github_repo,https://github.com/CayleyZ/SmoothSpike,https://github.com/CayleyZ/SmoothSpike,,CayleyZ/SmoothSpike,
2026-07-29T01:40:39+00:00,pPfyQujFgG,FOVI: A biologically-inspired foveated interface for deep vision models,github_repo,https://github.com/nblauch/fovi,https://github.com/nblauch/fovi,,nblauch/fovi,
2026-07-29T01:40:39+00:00,pPfyQujFgG,FOVI: A biologically-inspired foveated interface for deep vision models,hf_model_or_profile,https://huggingface.co/fovi-pytorch,https://huggingface.co/fovi-pytorch,,,hf_model_or_profile
2026-07-29T01:40:39+00:00,TwTvDVj6cH,PDAgent: An LLM-Driven Autonomous Agent Framework Towards *In Silico* Protein Design via Directed Mutation,github_repo,https://github.com/Gift-OYS/PDAgent,https://github.com/Gift-OYS/PDAgent,,Gift-OYS/PDAgent,
2026-07-29T01:40:39+00:00,02Nq73lCe6,From Knowledge to Inference: Formalizing Specialized Public Health Reasoning on GlobalHealthAtlas,github_repo,https://github.com/Jan8217/GlobalHealthAtlas,https://github.com/Jan8217/GlobalHealthAtlas,,Jan8217/GlobalHealthAtlas,
2026-07-29T01:40:39+00:00,02Nq73lCe6,From Knowledge to Inference: Formalizing Specialized Public Health Reasoning on GlobalHealthAtlas,hf_model_or_profile,https://huggingface.co/aerovane0/GlobalHealthAtlas_Public_Evaluator,https://huggingface.co/aerovane0/GlobalHealthAtlas_Public_Evaluator,,,hf_model_or_profile
2026-07-29T01:40:39+00:00,02Nq73lCe6,From Knowledge to Inference: Formalizing Specialized Public Health Reasoning on GlobalHealthAtlas,hf_model_or_profile,https://huggingface.co/aerovane0/GlobalHealthAtlas_Public_Model,https://huggingface.co/aerovane0/GlobalHealthAtlas_Public_Model,,,hf_model_or_profile
2026-07-29T01:40:39+00:00,VAXW59dyfk,Optimal Decision-Making Based on Prediction Sets,github_repo,https://github.com/TaoWangPenn/Risk-Optimal-Conformal-Prediction,https://github.com/TaoWangPenn/Risk-Optimal-Conformal-Prediction,,TaoWangPenn/Risk-Optimal-Conformal-Prediction,
2026-07-29T01:40:39+00:00,Fisw2kc7EY,Mitigating Gradient Pathology in PINNs through Aligned Constraint,github_repo,https://github.com/YichenLuo-0/CAML,https://github.com/YichenLuo-0/CAML,,YichenLuo-0/CAML,
2026-07-29T01:40:39+00:00,kSUGLBHd0T,Safety Generalization Under Distribution Shift in Safe Reinforcement Learning: A Diabetes Testbed,github_repo,https://github.com/safe-autonomy-lab/GlucoSim,https://github.com/safe-autonomy-lab/GlucoSim,,safe-autonomy-lab/GlucoSim,
2026-07-29T01:40:39+00:00,kSUGLBHd0T,Safety Generalization Under Distribution Shift in Safe Reinforcement Learning: A Diabetes Testbed,github_repo,https://github.com/safe-autonomy-lab/GlucoAlg,https://github.com/safe-autonomy-lab/GlucoAlg,,safe-autonomy-lab/GlucoAlg,
2026-07-29T01:40:39+00:00,LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,github_repo,https://github.com/TaikiMiyagawa/Kaplan-Meier-Average-Run-Length,https://github.com/TaikiMiyagawa/Kaplan-Meier-Average-Run-Length,,TaikiMiyagawa/Kaplan-Meier-Average-Run-Length,
2026-07-29T01:40:39+00:00,SHLRiQAlMp,Beyond Generative Priors: Minority Sampling with JEPA-Guided Diffusion,github_repo,https://github.com/soobin-um/jepa-guidance,https://github.com/soobin-um/jepa-guidance,,soobin-um/jepa-guidance,
2026-07-29T01:40:39+00:00,SoilRyCv1i,JADE: Expert-Grounded Dynamic Evaluation for Open-Ended Professional Tasks,github_repo,https://github.com/smiling-world/JADE,https://github.com/smiling-world/JADE,,smiling-world/JADE,
2026-07-29T01:40:39+00:00,bSUMVAYoMq,Regime-Adaptive Bayesian Optimization via Dirichlet Process Mixtures of Gaussian Processes,github_repo,https://github.com/AnthonyZhangYan/RAMBO,https://github.com/AnthonyZhangYan/RAMBO,,AnthonyZhangYan/RAMBO,
2026-07-29T01:40:39+00:00,kiC03dyH9P,Stable Asynchrony: Variance-Controlled Off-Policy RL for LLMs,github_repo,https://github.com/mit-han-lab/vcpo,https://github.com/mit-han-lab/vcpo,,mit-han-lab/vcpo,
2026-07-29T01:40:39+00:00,qYfNhYenuu,"Supervise Less, See More: Training-free Nuclear Instance Segmentation with Prototype-Guided Prompting",github_repo,https://github.com/Y-Research-SBU/SPROUT,https://github.com/Y-Research-SBU/SPROUT,,Y-Research-SBU/SPROUT,
2026-07-29T01:40:39+00:00,ZXFTvoBZ1B,Clipping Bottleneck: Stabilizing RLVR via Stochastic Recovery of Near-Boundary Signals,github_repo,https://github.com/qwenpilot/NSR,https://github.com/qwenpilot/NSR,,qwenpilot/NSR,
2026-07-29T01:40:39+00:00,qPqJH0heR0,MedMamba: Multi-View State Space Models with Adaptive Graph Learning for Medical Time Series Classification,github_repo,https://github.com/zhangda1018/MedMamba,https://github.com/zhangda1018/MedMamba,,zhangda1018/MedMamba,
2026-07-29T01:40:39+00:00,TH6pLxCOQ3,3DMedAgent: Unified Perception-to-Understanding for 3D Medical Analysis,github_repo,https://github.com/jinlab-imvr/3DMedAgent,https://github.com/jinlab-imvr/3DMedAgent,,jinlab-imvr/3DMedAgent,
2026-07-29T01:40:39+00:00,cpKJ2GlnYT,Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference,github_repo,https://github.com/eurecom-probai/functional-kl,https://github.com/eurecom-probai/functional-kl,,eurecom-probai/functional-kl,
2026-07-29T01:40:39+00:00,x7LWdQlwY7,From Blind Spots to Gains: Diagnostic-Driven Iterative Training for Large Multimodal Models,github_repo,https://github.com/hongruijia/DPE,https://github.com/hongruijia/DPE,,hongruijia/DPE,
2026-07-29T01:40:39+00:00,Abko94Sl7D,Graph-GRPO: Training Graph Flow Models with Reinforcement Learning,github_repo,https://github.com/Zhubaoheng/Graph-GRPO,https://github.com/Zhubaoheng/Graph-GRPO,,Zhubaoheng/Graph-GRPO,
2026-07-29T01:40:39+00:00,hS6iw4PM8K,Learning Cardiac Latent Representations in Vectorcardiogram Space,github_repo,https://github.com/BosonHwang/LVCG,https://github.com/BosonHwang/LVCG,,BosonHwang/LVCG,
2026-07-29T01:40:39+00:00,kvilWCkBqW,When Softmax Fails at the Top: Extreme‑Value Corrections for InfoNCE,github_repo,https://github.com/hsme98/weince,https://github.com/hsme98/weince,,hsme98/weince,
2026-07-29T01:40:39+00:00,Ipgssz2WL1,Beyond Model Ranking: Predictability-Aligned Evaluation for Time Series Forecasting,github_repo,https://github.com/WanjinVon/TS_Predictability,https://github.com/WanjinVon/TS_Predictability,,WanjinVon/TS_Predictability,
2026-07-29T01:40:39+00:00,MKNimf9bIx,Advantage Collapse in Group Relative Policy Optimization: Diagnosis and Mitigation,github_repo,https://github.com/hexixiang/Advantage-Collapse-Rate,https://github.com/hexixiang/Advantage-Collapse-Rate,,hexixiang/Advantage-Collapse-Rate,
2026-07-29T01:40:39+00:00,x9Cy1wydfo,Geometry-Correct Diffusion Posterior Sampling with Denoiser-Pullback Curvature Guidance and Manifold-Aligned Damping,github_repo,https://github.com/Seunghyeok0715/CLAMP,https://github.com/Seunghyeok0715/CLAMP,,Seunghyeok0715/CLAMP,
2026-07-29T01:40:39+00:00,qbe18sZPWS,Routing by Reaching: Composition of Pre-trained GFlowNets for Multi-Objective Generation,github_repo,https://github.com/ml-postech/gflownet-composition,https://github.com/ml-postech/gflownet-composition,,ml-postech/gflownet-composition,
2026-07-29T01:40:39+00:00,03ZTlJuX0y,The Tell-Tale Norm: $\ell_2$ Magnitude as a Signal for Reasoning Dynamics in Large Language Models,github_repo,https://github.com/zjy1298/The-Tell-Tale-Norm,https://github.com/zjy1298/The-Tell-Tale-Norm,,zjy1298/The-Tell-Tale-Norm,
2026-07-29T01:40:39+00:00,FlnQlvkYR3,SkillTrojan: Backdoor Attacks on Skill-Based Agent Systems,github_repo,https://github.com/Yunhao-Feng/SkillTrojan,https://github.com/Yunhao-Feng/SkillTrojan,,Yunhao-Feng/SkillTrojan,
2026-07-29T01:40:39+00:00,8obMsWKFRJ,Strategy Executability in Mathematical Reasoning: Leveraging Human–Model Differences for Effective Guidance,github_repo,https://github.com/lwd17/strategy-execute-pipeline,https://github.com/lwd17/strategy-execute-pipeline,,lwd17/strategy-execute-pipeline,
2026-07-29T01:40:39+00:00,qjeCH95rbF,VLA-Arena: An Open-Source Framework for Benchmarking Vision-Language-Action Models,external_url,https://vla-arena.github.io,https://vla-arena.github.io,,,
2026-07-29T01:40:39+00:00,mAusAlRZ0a,Cross-Chirality Generalization by Axial Vectors for Hetero-Chiral Protein-Peptide Interaction Design,github_repo,https://github.com/YZY010418/PepMirror,https://github.com/YZY010418/PepMirror,,YZY010418/PepMirror,
2026-07-29T01:40:39+00:00,Ws2RhhBir4,FT-Dojo: Towards Autonomous LLM Fine-Tuning with Language Agents,github_repo,https://github.com/microsoft/rd-agent,https://github.com/microsoft/rd-agent,,microsoft/rd-agent,
2026-07-29T01:40:39+00:00,3sx2WRBSSO,"Genome-Factory: A Library for Tuning, Deploying, and Interpreting Genomic Foundation Models",github_repo,https://github.com/WeiminWu2000/Genome_Factory,https://github.com/WeiminWu2000/Genome_Factory,,WeiminWu2000/Genome_Factory,
